cis,nom_commercial,dci,atc
65096621,"POVIDONE IODEE CHAUVIN 5 %, collyre en solution en récipient unidose",POVIDONE IODÉE,
66415164,"POVIDONE IODEE TEVA 10 %, solution pour application cutanée",POVIDONE IODÉE,D08AG02
62186316,"PRADAXA 110 mg, granulés enrobés",MÉSILATE DE DABIGATRAN ÉTEXILATE,B01AE07
65570603,"PRADAXA 110 mg, gélule",DABIGATRAN ÉTEXILATE (MÉSILATE DE),B01AE07
65548471,"PRADAXA 150 mg, granulés enrobés",MÉSILATE DE DABIGATRAN ÉTEXILATE,B01AE07
63484283,"PRADAXA 150 mg, gélule",DABIGATRAN ÉTEXILATE (MÉSILATE DE),B01AE07
65070765,"PRADAXA 20 mg, granulés enrobés",MÉSILATE DE DABIGATRAN ÉTEXILATE,B01AE07
61714127,"PRADAXA 30 mg, granulés enrobés",MÉSILATE DE DABIGATRAN ÉTEXILATE,B01AE07
66196286,"PRADAXA 40 mg, granulés enrobés",MÉSILATE DE DABIGATRAN ÉTEXILATE,B01AE07
63752596,"PRADAXA 50 mg, granulés enrobés",MÉSILATE DE DABIGATRAN ÉTEXILATE,B01AE07
65693901,"PRADAXA 75 mg, gélule",DABIGATRAN ÉTEXILATE (MÉSILATE DE),B01AE07
68788824,"PRALUENT 150 mg, solution injectable en stylo prérempli",ALIROCUMAB,C10AX14
64363384,"PRALUENT 300 mg, solution injectable en stylo pré-rempli",ALIROCUMAB,C10AX14
60570108,"PRALUENT 75 mg, solution injectable en stylo prérempli",ALIROCUMAB,C10AX14
61129497,"PRAMIPEXOLE ARROW LAB 0,18 mg, comprimé sécable",DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,N04BC05
66500390,"PRAMIPEXOLE ARROW LAB 0,7 mg, comprimé sécable",DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,N04BC05
67516383,"PRAMIPEXOLE BIOGARAN 0,18 mg, comprimé",DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,N04BC05
64689437,"PRAMIPEXOLE BIOGARAN 0,70 mg, comprimé",DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,N04BC05
61675795,"PRAMIPEXOLE EG 0,18 mg, comprimé",DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,N04BC05
63489405,"PRAMIPEXOLE EG 0,7 mg, comprimé",DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,N04BC05
65382505,"PRAMIPEXOLE SANDOZ LP 0,26 mg, comprimé à libération prolongée",DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,
60949122,"PRAMIPEXOLE SANDOZ LP 0,52 mg, comprimé à libération prolongée",DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,N04BC05
61623204,"PRAMIPEXOLE SANDOZ LP 1,05 mg, comprimé à libération prolongée",DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,N04BC05
68947422,"PRAMIPEXOLE SANDOZ LP 2,1 mg, comprimé à libération prolongée",DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,N04BC05
63005092,"PRAMIPEXOLE TEVA 0,18 mg, comprimé",PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ,N04BC05
69716450,"PRAMIPEXOLE TEVA 0,7 mg comprimé",PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ,N04BC05
65547280,"PRAMIPEXOLE VIATRIS 0,18 mg, comprimé",DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,N04BC05
64264685,"PRAMIPEXOLE VIATRIS 0,7 mg, comprimé",DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,N04BC05
67696401,"PRAMIPEXOLE ZENTIVA 0,18 mg, comprimé sécable",PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ,N04BC05
65335733,"PRAMIPEXOLE ZENTIVA 0,7 mg, comprimé sécable",DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,N04BC05
64487282,"PRAMIPEXOLE ZENTIVA LP 0,26 mg, comprimé à libération prolongée",DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,N04BC05
66203033,"PRAMIPEXOLE ZENTIVA LP 0,52 mg, comprimé à libération prolongée",DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,N04BC05
68278928,"PRAMIPEXOLE ZENTIVA LP 1,05 mg, comprimé à libération prolongée",DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,N04BC05
64810878,"PRAMIPEXOLE ZENTIVA LP 2,1 mg, comprimé à libération prolongée",DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,N04BC05
65527000,"PRAMOCAINE CHLORHYDRATE ARROW CONSEIL 1%, gel pour application locale",CHLORHYDRATE DE PRAMOCAÏNE,
67895104,"PRAMOCAINE CHLORHYDRATE BIOGARAN CONSEIL 1%, gel pour application locale",CHLORHYDRATE DE PRAMOCAÏNE,
61374393,"PRASUGREL ARROW 10 mg, comprimé pelliculé sécable",BROMHYDRATE DE PRASUGREL,B01AC22
64503651,"PRASUGREL BGR 10 mg, comprimé pelliculé",PRASUGREL,B01AC22
63152181,"PRASUGREL CRISTERS 10 mg, comprimé pelliculé sécable",BROMHYDRATE DE PRASUGREL,B01AC22
67461428,"PRASUGREL EG 10 mg, comprimé pelliculé",PRASUGREL (BROMHYDRATE DE),
60330636,"PRASUGREL EG LABO 10 mg, comprimé pelliculé",CHLORHYDRATE DE PRASUGREL,B01AC22
63610757,"PRASUGREL KRKA 10 mg, comprimé pelliculé",PRASUGREL,B01AC22
65361468,"PRASUGREL TEVA 10 mg, comprimé pelliculé sécable",BROMHYDRATE DE PRASUGREL,B01AC22
68107539,"PRASUGREL VIATRIS 10 mg, comprimé pelliculé",BÉSILATE DE PRASUGREL,B01AC22
63324371,"PRASUGREL ZENTIVA 10 mg, comprimé pelliculé",CHLORHYDRATE DE PRASUGREL,
63032883,"PRASUGREL ZENTIVA LAB 10 mg, comprimé pelliculé",BROMHYDRATE DE PRASUGREL,
61650728,"PRAVASTATINE ACCORD 10 mg, comprimé",PRAVASTATINE SODIQUE,C10AA03
67344026,"PRAVASTATINE ACCORD 20 mg, comprimé",PRAVASTATINE SODIQUE,C10AA03
69214818,"PRAVASTATINE ACCORD 40 mg, comprimé",PRAVASTATINE SODIQUE,C10AA03
61370516,"PRAVASTATINE ALMUS 20 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
63141886,"PRAVASTATINE ALMUS 40 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
62046798,"PRAVASTATINE ALTER 20 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
61696953,"PRAVASTATINE ALTER 40 mg, comprimé",PRAVASTATINE SODIQUE,C10AA03
60097203,"PRAVASTATINE ARROW 10 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
61923511,"PRAVASTATINE ARROW 20 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
62323042,"PRAVASTATINE ARROW 40 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
63186251,"PRAVASTATINE BIOGARAN 10 mg, comprimé pelliculé sécable",PRAVASTATINE SODIQUE,C10AA03
69511004,"PRAVASTATINE BIOGARAN 20 mg, comprimé pelliculé sécable",PRAVASTATINE SODIQUE,C10AA03
62610754,"PRAVASTATINE BIOGARAN 40 mg, comprimé pelliculé",PRAVASTATINE SODIQUE,C10AA03
68811073,"PRAVASTATINE CRISTERS 10 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
61624936,"PRAVASTATINE CRISTERS PHARMA 20 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
69922952,"PRAVASTATINE CRISTERS PHARMA 40 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
66605249,"PRAVASTATINE EG 10 mg, comprimé pelliculé sécable",PRAVASTATINE SODIQUE,C10AA03
69481162,"PRAVASTATINE EG 20 mg, comprimé pelliculé sécable",PRAVASTATINE SODIQUE,C10AA03
62182990,"PRAVASTATINE EG 40 mg, comprimé pelliculé sécable",PRAVASTATINE SODIQUE,C10AA03
68669720,"PRAVASTATINE EVOLUGEN PHARMA 10 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
69318400,"PRAVASTATINE EVOLUGEN PHARMA 20 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
60619174,"PRAVASTATINE EVOLUGEN PHARMA 40 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
63502945,"PRAVASTATINE GERDA 20 mg, comprimé",PRAVASTATINE SODIQUE,
62952003,"PRAVASTATINE GERDA 40 mg, comprimé",PRAVASTATINE SODIQUE,
65475443,"PRAVASTATINE LBR 20 mg, comprimé sécable",PRAVASTATINE SODIQUE,
61202792,"PRAVASTATINE LBR 40 mg, comprimé",PRAVASTATINE SODIQUE,
69798262,"PRAVASTATINE SANDOZ 10 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
64414658,"PRAVASTATINE SANDOZ 20 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
64842776,"PRAVASTATINE SANDOZ 40 mg, comprimé",PRAVASTATINE SODIQUE,C10AA03
61077666,"PRAVASTATINE SUN 20 mg, comprimé sécable",PRAVASTATINE SODIQUE,
63911447,"PRAVASTATINE SUN 40 mg, comprimé",PRAVASTATINE SODIQUE,
62164533,"PRAVASTATINE TEVA 10 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
65663922,"PRAVASTATINE TEVA 20 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
61353972,"PRAVASTATINE TEVA 40 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
65628540,"PRAVASTATINE VIATRIS 10 mg, comprimé pelliculé sécable",PRAVASTATINE SODIQUE,C10AA03
61823920,"PRAVASTATINE VIATRIS 20 mg, comprimé pelliculé sécable",PRAVASTATINE SODIQUE,C10AA03
62145725,"PRAVASTATINE VIATRIS 40 mg, comprimé pelliculé",PRAVASTATINE SODIQUE,C10AA03
67623129,"PRAVASTATINE ZENTIVA 10 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
63964916,"PRAVASTATINE ZENTIVA 20 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
60270452,"PRAVASTATINE ZENTIVA 40 mg, comprimé",PRAVASTATINE SODIQUE,C10AA03
64059342,"PRAVASTATINE ZYDUS 20 mg, comprimé sécable",PRAVASTATINE SODIQUE,C10AA03
63738721,"PRAVASTATINE ZYDUS 40 mg, comprimé",PRAVASTATINE SODIQUE,C10AA03
63555182,"PRAXBIND 2,5 g/50 ml, solution injectable/pour perfusion",IDARUCIZUMAB,V03AB37
62193983,"PRAZEPAM ARROW 10 mg, comprimé sécable",PRAZÉPAM,N05BA11
67086191,"PRAZEPAM BIOGARAN 10 mg, comprimé",PRAZÉPAM,N05BA11
62113528,"PRAZEPAM EG 10 mg, comprimé",PRAZÉPAM,
66545179,"PREDESIC ADRENALINE 1/100 000, solution injectable à usage dentaire",CHLORHYDRATE D'ARTICAÏNE; TARTRATE D'ADRÉNALINE,
67468771,"PREDESIC ADRENALINE 1/200 000, solution injectable à usage dentaire",CHLORHYDRATE D'ARTICAÏNE; TARTRATE D'ADRÉNALINE,
61335351,"PREDNISOLONE ARROW 20 mg, comprimé effervescent sécable",MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,H02AB06
65009278,"PREDNISOLONE ARROW 20 mg, comprimé orodispersible",MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,H02AB06
62597050,"PREDNISOLONE BIOGARAN 20 mg, comprimé effervescent sécable",MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,H02AB06
66216486,"PREDNISOLONE BIOGARAN 20 mg, comprimé orodispersible",MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,H02AB06
69666976,"PREDNISOLONE CRISTERS 20 mg, comprimé effervescent sécable",MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,H02AB06
63080629,"PREDNISOLONE CRISTERS 20 mg, comprimé orodispersible",MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,H02AB06
61539350,"PREDNISOLONE EG 20 mg, comprimé effervescent sécable",MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,H02AB06
66730562,"PREDNISOLONE EG 20 mg, comprimé orodispersible",MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,H02AB06
65424299,"PREDNISOLONE EVOLUGEN 20 mg, comprimé orodispersible",MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,H02AB06
69864424,"PREDNISOLONE SANDOZ 20 mg, comprimé effervescent sécable",PREDNISOLONE (MÉTASULFOBENZOATE SODIQUE DE),H02AB06
65788737,"PREDNISOLONE SANDOZ 20 mg, comprimé orodispersible",MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,H02AB06
64949002,"PREDNISOLONE TEVA 20 mg, comprimé effervescent sécable",MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,H02AB06
67411585,"PREDNISOLONE TEVA 20 mg, comprimé orodispersible",MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,H02AB06
69200035,"PREDNISOLONE TEVA 5 mg, comprimé effervescent",MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,H02AB06
67537107,"PREDNISOLONE VIATRIS 20 mg, comprimé effervescent sécable",PREDNISOLONE (MÉTASULFOBENZOATE SODIQUE DE),H02AB06
66203873,"PREDNISOLONE VIATRIS 20 mg, comprimé orodispersible",MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,H02AB06
62743861,"PREDNISOLONE ZENTIVA 20 mg, comprimé effervescent sécable",PREDNISOLONE (MÉTASULFOBENZOATE SODIQUE DE),H02AB06
65398438,"PREDNISOLONE ZENTIVA 20 mg, comprimé orodispersible",MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,
67652611,"PREDNISOLONE ZENTIVA LAB 20 mg, comprimé orodispersible",MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,H02AB06
64233693,"PREDNISONE ARROW 20 mg, comprimé sécable",PREDNISONE,H02AB07
66640556,"PREDNISONE ARROW 5 mg, comprimé sécable",PREDNISONE,H02AB07
64793934,"PREDNISONE BIOGARAN 20 mg, comprimé sécable",PREDNISONE,H02AB07
66297189,"PREDNISONE BIOGARAN 5 mg, comprimé sécable",PREDNISONE,H02AB07
60779182,"PREDNISONE EG 20 mg, comprimé sécable",PREDNISONE,H02AB07
65163486,"PREDNISONE EG 5 mg, comprimé sécable",PREDNISONE,H02AB07
61162248,"PREDNISONE SANDOZ 20 mg, comprimé sécable",PREDNISONE,H02AB07
67187799,"PREDNISONE SANDOZ 5 mg, comprimé sécable",PREDNISONE,H02AB07
68853282,"PREDNISONE VIATRIS 1 mg, comprimé",PREDNISONE,H02AB07
62171435,"PREDNISONE VIATRIS 20 mg, comprimé sécable",PREDNISONE,H02AB07
62440298,"PREDNISONE VIATRIS 5 mg, comprimé sécable",PREDNISONE,H02AB07
63552695,"PREDNISONE ZENTIVA 1 mg, comprimé",PREDNISONE,H02AB07
65537934,"PREDNISONE ZENTIVA 20 mg, comprimé sécable",PREDNISONE,H02AB07
68830198,"PREDNISONE ZENTIVA 5 mg, comprimé sécable",PREDNISONE,H02AB07
62303075,"PREGABALINE ACCORD 100 mg, gélule",PRÉGABALINE,N02BF02
63464843,"PREGABALINE ACCORD 150 mg, gélule",PRÉGABALINE,N02BF02
66801059,"PREGABALINE ACCORD 200 mg, gélule",PRÉGABALINE,N02BF02
69836948,"PREGABALINE ACCORD 25 mg, gélule",PRÉGABALINE,N02BF02
60658330,"PREGABALINE ACCORD 300 mg, gélule",PRÉGABALINE,N02BF02
68075899,"PREGABALINE ACCORD 50 mg, gélule",PRÉGABALINE,N02BF02
69459098,"PREGABALINE ACCORD 75 mg, gélule",PRÉGABALINE,N02BF02
61400297,"PREGABALINE ALTER 100 mg, gélule",PRÉGABALINE,N02BF02
64315076,"PREGABALINE ALTER 150 mg, gélule",PRÉGABALINE,
65453190,"PREGABALINE ALTER 25 mg, gélule",PRÉGABALINE,N02BF02
61609343,"PREGABALINE ALTER 50 mg, gélule",PRÉGABALINE,N02BF02
64849589,"PREGABALINE ALTER 75 mg, gélule",PRÉGABALINE,N02BF02
61031964,"PREGABALINE ARROW 100 mg, gélule",PRÉGABALINE,N02BF02
67613380,"PREGABALINE ARROW 150 mg, gélule",PRÉGABALINE,N02BF02
67512883,"PREGABALINE ARROW 200 mg, gélule",PRÉGABALINE,N02BF02
69960643,"PREGABALINE ARROW 25 mg, gélule",PRÉGABALINE,N02BF02
66526816,"PREGABALINE ARROW 300 mg, gélule",PRÉGABALINE,N02BF02
63919440,"PREGABALINE ARROW 50 mg, gélule",PRÉGABALINE,N02BF02
60618841,"PREGABALINE ARROW 75 mg, gélule",PRÉGABALINE,N02BF02
64142852,"PREGABALINE BGR 100 mg, gélule",PRÉGABALINE,
65545646,"PREGABALINE BGR 150 mg, gélule",PRÉGABALINE,
66869373,"PREGABALINE BGR 200 mg, gélule",PRÉGABALINE,
62810178,"PREGABALINE BGR 25 mg, gélule",PRÉGABALINE,
68934211,"PREGABALINE BGR 300 mg, gélule",PRÉGABALINE,
67714810,"PREGABALINE BGR 50 mg, gélule",PRÉGABALINE,
68774365,"PREGABALINE BGR 75 mg, gélule",PRÉGABALINE,
60075452,"PREGABALINE BIOGARAN 100 mg, gélule",PRÉGABALINE,N02BF02
67873887,"PREGABALINE BIOGARAN 150 mg, gélule",PRÉGABALINE,N02BF02
63114750,"PREGABALINE BIOGARAN 200 mg, gélule",PRÉGABALINE,N02BF02
63897481,"PREGABALINE BIOGARAN 25 mg, gélule",PRÉGABALINE,N02BF02
66136175,"PREGABALINE BIOGARAN 300 mg, gélule",PRÉGABALINE,N02BF02
67243269,"PREGABALINE BIOGARAN 50 mg, gélule",PRÉGABALINE,N02BF02
62285549,"PREGABALINE BIOGARAN 75 mg, gélule",PRÉGABALINE,N02BF02
60805346,"PREGABALINE CRISTERS PHARMA 100 mg, gélule",PRÉGABALINE,N02BF02
66802385,"PREGABALINE CRISTERS PHARMA 150 mg, gélule",PRÉGABALINE,N02BF02
69277601,"PREGABALINE CRISTERS PHARMA 200 mg, gélule",PRÉGABALINE,N02BF02
60165394,"PREGABALINE CRISTERS PHARMA 25 mg, gélule",PRÉGABALINE,N02BF02
65565474,"PREGABALINE CRISTERS PHARMA 300 mg, gélule",PRÉGABALINE,N02BF02
66771694,"PREGABALINE CRISTERS PHARMA 50 mg, gélule",PRÉGABALINE,N02BF02
64749749,"PREGABALINE CRISTERS PHARMA 75 mg, gélule",PRÉGABALINE,N02BF02
64067620,"PREGABALINE EG LABO 100 mg, gélule",PRÉGABALINE,N02BF02
68374652,"PREGABALINE EG LABO 150 mg, gélule",PRÉGABALINE,N02BF02
64317561,"PREGABALINE EG LABO 200 mg, gélule",PRÉGABALINE,N02BF02
64748031,"PREGABALINE EG LABO 25 mg, gélule",PRÉGABALINE,N02BF02
68055697,"PREGABALINE EG LABO 300 mg, gélule",PRÉGABALINE,N02BF02
61998282,"PREGABALINE EG LABO 50 mg, gélule",PRÉGABALINE,N02BF02
65003528,"PREGABALINE EG LABO 75 mg, gélule",PRÉGABALINE,N02BF02
68916601,"PREGABALINE EVOLUGEN PHARMA 100 mg, gélule",PRÉGABALINE,
61236257,"PREGABALINE EVOLUGEN PHARMA 150 mg, gélule",PRÉGABALINE,
63710978,"PREGABALINE EVOLUGEN PHARMA 200 mg, gélule",PRÉGABALINE,
69619873,"PREGABALINE EVOLUGEN PHARMA 25 mg, gélule",PRÉGABALINE,
65395901,"PREGABALINE EVOLUGEN PHARMA 300 mg, gélule",PRÉGABALINE,
66368704,"PREGABALINE EVOLUGEN PHARMA 50 mg, gélule",PRÉGABALINE,
69802255,"PREGABALINE EVOLUGEN PHARMA 75 mg, gélule",PRÉGABALINE,
63595091,"PREGABALINE HCS 100 mg, gélule",PRÉGABALINE,N02BF02
66029586,"PREGABALINE HCS 150 mg, gélule",PRÉGABALINE,N02BF02
64247383,"PREGABALINE HCS 200 mg, gélule",PRÉGABALINE,N02BF02
65982507,"PREGABALINE HCS 25 mg, gélule",PRÉGABALINE,N02BF02
64862526,"PREGABALINE HCS 300 mg, gélule",PRÉGABALINE,N02BF02
65454335,"PREGABALINE HCS 50 mg, gélule",PRÉGABALINE,N02BF02
63754960,"PREGABALINE HCS 75 mg, gélule",PRÉGABALINE,N02BF02
69133565,"PREGABALINE SANDOZ 100 mg, gélule",PRÉGABALINE,N02BF02
69208950,"PREGABALINE SANDOZ 150 mg, gélule",PRÉGABALINE,N02BF02
64402467,"PREGABALINE SANDOZ 200 mg, gélule",PRÉGABALINE,N02BF02
65821614,"PREGABALINE SANDOZ 25 mg, gélule",PRÉGABALINE,N02BF02
68414068,"PREGABALINE SANDOZ 300 mg, gélule",PRÉGABALINE,N02BF02
67326252,"PREGABALINE SANDOZ 50 mg, gélule",PRÉGABALINE,N02BF02
67300994,"PREGABALINE SANDOZ 75 mg, gélule",PRÉGABALINE,N02BF02
68398945,"PREGABALINE TEVA SANTE 100 mg, gélule",PRÉGABALINE,N02BF02
61954421,"PREGABALINE TEVA SANTE 150 mg, gélule",PRÉGABALINE,N02BF02
60061602,"PREGABALINE TEVA SANTE 200 mg, gélule",PRÉGABALINE,N02BF02
62767168,"PREGABALINE TEVA SANTE 25 mg, gélule",PRÉGABALINE,N02BF02
69656583,"PREGABALINE TEVA SANTE 300 mg, gélule",PRÉGABALINE,N02BF02
69075101,"PREGABALINE TEVA SANTE 50 mg, gélule",PRÉGABALINE,N02BF02
68615772,"PREGABALINE TEVA SANTE 75 mg, gélule",PRÉGABALINE,N02BF02
63473842,"PREGABALINE UPSA 100 mg, gélule",PRÉGABALINE,
66862998,"PREGABALINE UPSA 150 mg, gélule",PRÉGABALINE,N02BF02
69047792,"PREGABALINE UPSA 200 mg, gélule",PRÉGABALINE,
61616875,"PREGABALINE UPSA 25 mg, gélule",PRÉGABALINE,
67610562,"PREGABALINE UPSA 300 mg, gélule",PRÉGABALINE,
69451945,"PREGABALINE UPSA 50 mg, gélule",PRÉGABALINE,
67838740,"PREGABALINE UPSA 75 mg, gélule",PRÉGABALINE,
62852526,"PREGABALINE VIATRIS 100 mg, gélule",PRÉGABALINE,N02BF02
66682740,"PREGABALINE VIATRIS 150 mg, gélule",PRÉGABALINE,N02BF02
62669749,"PREGABALINE VIATRIS 200 mg, gélule",PRÉGABALINE,N02BF02
69723053,"PREGABALINE VIATRIS 25 mg, gélule",PRÉGABALINE,N02BF02
66110077,"PREGABALINE VIATRIS 300 mg, gélule",PRÉGABALINE,N02BF02
60203546,"PREGABALINE VIATRIS 50 mg, gélule",PRÉGABALINE,N02BF02
66145765,"PREGABALINE VIATRIS 75 mg, gélule",PRÉGABALINE,N02BF02
64732162,"PREGABALINE VIATRIS PHARMA 100 mg, gélule",PRÉGABALINE,
62201565,"PREGABALINE VIATRIS PHARMA 150 mg, gélule",PRÉGABALINE,
68256084,"PREGABALINE VIATRIS PHARMA 200 mg, gélule",PRÉGABALINE,
64723380,"PREGABALINE VIATRIS PHARMA 25 mg, gélule",PRÉGABALINE,
66664062,"PREGABALINE VIATRIS PHARMA 300 mg, gélule",PRÉGABALINE,
64991282,"PREGABALINE VIATRIS PHARMA 50 mg, gélule",PRÉGABALINE,
66220723,"PREGABALINE VIATRIS PHARMA 75 mg, gélule",PRÉGABALINE,
62249492,"PREGABALINE ZENTIVA 100 mg, gélule",PRÉGABALINE,N02BF02
60912259,"PREGABALINE ZENTIVA 150 mg, gélule",PRÉGABALINE,
69365019,"PREGABALINE ZENTIVA 200 mg, gélule",PRÉGABALINE,N02BF02
65282234,"PREGABALINE ZENTIVA 25 mg, gélule",PRÉGABALINE,N02BF02
63389216,"PREGABALINE ZENTIVA 300 mg, gélule",PRÉGABALINE,N02BF02
69967100,"PREGABALINE ZENTIVA 50 mg, gélule",PRÉGABALINE,N02BF02
66410690,"PREGABALINE ZENTIVA 75 mg, gélule",PRÉGABALINE,N02BF02
67973656,"PREGABALINE ZENTIVA K.S. 100 mg, gélule",PRÉGABALINE,
67351273,"PREGABALINE ZENTIVA K.S. 150 mg, gélule",PRÉGABALINE,
66195309,"PREGABALINE ZENTIVA K.S. 200 mg, gélule",PRÉGABALINE,
60761704,"PREGABALINE ZENTIVA K.S. 25 mg, gélule",PRÉGABALINE,
61634962,"PREGABALINE ZENTIVA K.S. 300 mg, gélule",PRÉGABALINE,
65708883,"PREGABALINE ZENTIVA K.S. 50 mg, gélule",PRÉGABALINE,
61234174,"PREGABALINE ZENTIVA K.S. 75 mg, gélule",PRÉGABALINE,
62599681,"PREGABALINE ZYDUS 100 mg, gélule",PRÉGABALINE,N02BF02
69399555,"PREGABALINE ZYDUS 150 mg, gélule",PRÉGABALINE,N02BF02
69158248,"PREGABALINE ZYDUS 200 mg, gélule",PRÉGABALINE,N02BF02
61911861,"PREGABALINE ZYDUS 25 mg, gélule",PRÉGABALINE,N02BF02
62768099,"PREGABALINE ZYDUS 300 mg, gélule",PRÉGABALINE,N02BF02
68382834,"PREGABALINE ZYDUS 50 mg, gélule",PRÉGABALINE,N02BF02
66304210,"PREGABALINE ZYDUS 75 mg, gélule",PRÉGABALINE,N02BF02
65084761,"PRELINIUM, comprimé orodispersible",APIS MELLIFICA POUR PRÉPARATIONS HOMÉOPATHIQUES; POLLENS POUR PRÉPARATIONS HOMÉOPATHIQUES; POUMON HISTAMINE POUR PRÉPARATIONS HOMÉOPATHIQUES,
67893740,"PREMINOR 10 mg/10 mg, gélule",BÉSILATE D'AMLODIPINE; RAMIPRIL,
65578557,"PREMINOR 10 mg/5 mg, gélule",BÉSILATE D'AMLODIPINE; RAMIPRIL,
60992522,"PREMINOR 5 mg/10 mg, gélule",BÉSILATE D'AMLODIPINE; RAMIPRIL,
69673433,"PREMINOR 5 mg/5 mg, gélule",BÉSILATE D'AMLODIPINE; RAMIPRIL,
62968616,"PRENOXAD 0,91 mg/ml, solution injectable en seringue préremplie",CHLORHYDRATE DE NALOXONE DIHYDRATÉ,V03AB15
64421236,"PREPIDIL INTRACERVICAL, gel stérile intracervical",DINOPROSTONE,G02AD02
63870751,"PRESTOLE, gélule",HYDROCHLOROTHIAZIDE; TRIAMTÉRÈNE,
63423024,"PRETERAX 2,5 mg/0,625 mg, comprimé pelliculé",INDAPAMIDE; PÉRINDOPRIL ARGININE,C09BA04
60375930,"PRETERVAL 2,5 mg/0,625 mg, comprimé pelliculé",INDAPAMIDE; PÉRINDOPRIL ARGININE,
